returns_binned,SMA_ratio_binned,MACD_hist_binned,RSI_binned,SO_diff_binned,Profit
8,0,4,1,7,1.207590103149414
8,0,7,2,8,3.6411285400389515
7,0,8,2,8,0.656425952911488
0,0,8,2,1,-3.925323486328236
2,0,8,2,1,-0.37223100662220343
3,0,8,2,3,-0.18590688705444336
8,0,8,3,7,2.89076566696167
7,0,8,3,7,0.6551742553709827
0,0,8,3,0,-2.615392208099254
0,0,8,3,0,-2.6938915252685547
4,0,7,2,1,0.09268522262584344
0,0,5,2,1,-2.3106932640076794
8,0,5,2,5,1.2926459312440075
1,0,4,2,4,-0.5543828010560192
4,0,4,6,3,0.09226799011241571
4,0,5,2,4,0.0
2,0,5,2,7,-0.27698278427135126
8,0,6,3,8,1.3867020606993519
8,0,7,4,8,1.4835000038148083
1,0,8,4,4,-0.5568265914915882
6,0,8,4,6,0.4640817642211914
7,0,8,2,7,0.9292960166930042
1,0,8,2,7,-0.6507635116578259
8,0,8,4,8,1.6751885414124645
1,0,8,4,1,-0.8382797241212048
6,0,8,4,2,0.2793073654175915
0,0,8,2,0,-2.322375774383656
0,0,7,1,0,-1.4804601669311523
8,0,7,3,7,1.758575439453236
8,0,7,5,8,1.2068748474121094
0,0,7,4,0,-1.5776753425597034
4,0,6,5,1,0.0
3,0,6,4,5,-0.18531084060680048
2,0,5,4,5,-0.4628300666807972
0,0,2,3,1,-3.5032033920288086
6,0,1,3,2,0.2756714820859596
8,0,1,4,7,1.472771167755238
2,0,2,3,5,-0.4608035087584339
6,0,2,2,4,0.2764463424681507
3,0,2,2,5,-0.1842975616455078
1,0,2,2,2,-0.644385814666637
7,0,3,1,5,0.644385814666637
0,0,2,1,1,-2.2057294845582165
0,0,1,0,1,-1.4649033546446644
0,0,1,0,3,-1.0045766830445446
8,0,1,0,7,1.0960102081299938
1,0,1,1,5,-0.6395578384400524
6,0,1,1,5,0.36531686782848016
0,0,1,0,1,-1.641988754272461
8,0,3,1,8,3.840208053588867
0,0,3,1,2,-2.380967140197643
0,0,3,1,0,-1.0948777198792614
8,0,5,2,8,3.0170679092408337
1,0,6,2,7,-0.7331371307374157
8,0,7,4,8,1.9268989562988281
8,0,8,5,6,1.657724380493164
8,0,8,5,8,2.9615163803100586
8,0,8,7,7,4.851520061493031
8,0,8,7,4,2.1613240242003284
8,0,8,7,2,2.5498270988464355
8,0,8,8,5,1.8022656440735974
0,0,8,7,3,-1.2338757514955834
4,0,8,8,3,0.0948309898377575
4,0,8,8,4,0.0
0,0,8,8,2,-1.4200806617737927
0,0,8,8,2,-1.3216733932494007
0,0,8,7,1,-1.6001462936401367
1,0,7,7,2,-0.5634427070616566
3,0,4,8,2,-0.1877546310425915
5,0,2,7,2,0.1877546310425915
4,0,1,8,1,0.0
0,0,0,8,0,-2.1539926528931774
4,0,0,7,1,0.0934600830078125
1,0,0,7,6,-0.9337067604066052
7,0,0,7,7,0.8402466773987927
8,0,0,7,8,2.717435359954834
8,0,1,7,8,2.4492740631103516
8,0,3,6,7,0.9453892707823597
0,0,2,3,0,-3.6765336990355335
8,0,5,5,8,5.762815475463978
8,0,8,5,8,2.0952224731444202
7,0,8,6,2,0.7641315460203968
5,0,8,6,2,0.19115209579478876
6,0,8,6,4,0.2869963645936169
8,0,8,6,6,1.1495351791379615
8,0,8,7,5,1.056194305420033
8,0,8,8,5,1.3474822044371448
6,0,8,8,4,0.28920173645041736
5,0,8,8,1,0.19294023513782843
8,0,8,8,4,0.9657144546509899
2,0,8,8,4,-0.48315525054942743
0,0,7,8,2,-1.4463067054749645
3,0,5,8,2,-0.1925826072691761
1,0,2,8,1,-0.8655190467834473
4,0,1,8,0,0.0
8,0,1,8,8,2.7942657470702015
0,1,0,7,0,-3.0823349952695533
8,1,1,7,8,3.662407398223766
4,1,1,8,6,0.09679794311523438
0,1,0,6,0,-3.663301467895397
0,2,0,4,0,-3.6359429359436035
0,2,0,3,3,-1.4278292655945934
7,2,0,3,6,0.7609724998474121
8,3,0,4,8,1.9077062606811523
8,3,0,4,8,1.627504825592041
1,3,0,3,5,-0.5751252174376331
7,4,0,3,5,0.5751252174376331
6,4,0,3,6,0.38367509841918945
8,4,1,3,7,1.3453364372253418
1,4,1,3,4,-0.6731152534485974
6,4,2,3,4,0.38444995880138055
1,5,2,3,3,-0.5766749382017933
1,5,2,3,4,-0.576019287109597
7,5,2,4,8,0.8643269538880505
8,5,4,5,8,2.215743064880371
0,5,4,3,2,-1.1573433876037598
1,5,4,4,1,-0.673830509185791
0,6,2,2,0,-1.82420015335083
8,6,4,4,8,3.9450526237487793
0,6,3,4,0,-2.985715866088756
8,6,3,6,1,1.3461709022519752
4,6,3,6,5,-0.0963211059568092
0,7,1,4,0,-4.694521427154652
8,7,0,4,4,1.5279054641722523
0,7,0,3,3,-1.0509490966795765
4,7,0,3,2,0.0
5,7,0,3,5,0.19091367721557617
8,7,2,5,8,4.893779754638783
0,7,3,4,6,-1.0596513748170056
3,7,4,4,1,-0.19246339797973633
0,7,4,3,1,-1.2488961219788708
8,7,6,5,8,2.5974512100219727
7,7,7,5,8,0.7722973823548474
3,7,7,5,5,-0.1932382583618164
3,7,7,4,3,-0.19299983978260382
7,7,7,4,5,0.5794763565062366
5,7,7,5,5,0.19341707229614258
2,7,7,5,3,-0.386655330657959
0,7,6,3,1,-1.2543201446532093
8,7,6,5,7,1.7376542091368519
8,7,7,5,8,1.1617541313171387
0,8,6,5,1,-1.0651350021363415
8,8,6,7,6,1.162111759186013
8,8,7,8,6,2.527177333831565
7,8,8,8,2,0.6825923919679955
3,8,8,8,1,-0.19514560699485095
7,8,8,8,5,0.5857348442078747
8,8,8,8,6,1.2711882591247559
2,8,8,8,3,-0.4894137382506214
8,8,8,8,6,3.632545471191184
6,8,8,8,6,0.49299001693725586
8,8,8,8,5,2.670288085937611
8,8,8,8,4,2.086818218231201
1,8,8,8,1,-0.5971193313598633
5,8,8,8,3,0.19890069961547852
8,8,8,8,7,2.4937987327575684
1,8,8,8,4,-0.7993578910827637
2,8,8,8,2,-0.2993941307067871
2,8,8,8,3,-0.29927492141723633
4,8,7,8,3,-0.09971857070922852
4,8,6,8,3,0.09971857070922852
1,8,3,8,2,-0.7971525192259632
1,8,1,8,2,-0.6964206695556641
3,8,1,8,1,-0.19884109497081415
6,8,0,8,1,0.2982616424560547
2,8,0,8,0,-0.2982616424560547
2,8,0,8,0,-0.2980232238769531
8,8,0,8,8,1.292884349822998
0,8,0,6,0,-3.868699073791615
7,8,0,5,6,0.8901357650757946
0,8,0,4,2,-1.8771886825561523
2,8,0,2,2,-0.49287080764759406
0,8,0,0,2,-1.8682479858400658
6,8,0,1,6,0.39279460907004626
0,8,0,0,3,-3.230929374694824
0,8,0,0,5,-2.044975757598988
8,8,0,0,6,1.1674761772155762
2,8,0,0,4,-0.38945674896240234
8,8,0,0,6,1.0718107223509632
8,8,0,0,7,1.8569231033326306
1,8,0,0,4,-0.6849169731140137
4,8,0,0,4,0.09781122207641602
4,8,0,1,7,0.09769201278697626
6,8,1,1,6,0.2936124801634632
8,8,4,1,8,2.059638500213734
7,8,6,2,8,0.5900263786314808
1,8,7,2,3,-0.6883144378662109
7,8,7,1,5,0.58990716934193
4,8,7,3,5,0.09840726852428094
5,8,8,2,4,0.19687414169311523
7,8,8,4,7,0.8867383003234863
0,8,7,3,0,-3.1456947326660156
8,8,7,5,5,2.062082290649414
0,8,5,3,0,-2.8454065322875977
4,8,4,5,0,0.0
1,8,2,5,2,-0.5866289138793945
0,8,1,4,2,-1.5611052513122559
4,8,1,4,5,0.09745359420776367
0,8,0,2,2,-4.171788692474365
8,8,0,1,6,1.3543367385864258
0,8,0,1,1,-3.5713911056518555
2,8,0,1,4,-0.38444995880138055
8,8,0,1,7,1.5400052070619896
0,8,0,1,2,-2.020239830017201
4,8,0,0,2,0.09602308273326532
2,8,0,0,3,-0.47993659973166736
4,8,0,0,4,0.09590387344360352
4,8,0,0,5,0.09602308273326532
2,8,0,0,3,-0.47957897186279297
6,8,1,0,5,0.47957897186279297
6,8,2,0,6,0.38391351699840204
8,8,5,1,7,1.0576844215391956
2,8,6,0,7,-0.2887248992919922
0,8,6,0,1,-1.2488961219788708
7,8,7,0,8,0.8643269538880505
0,8,6,0,2,-2.3013949394226074
8,8,7,1,8,2.2053122520445667
5,8,7,1,8,0.1922249794008568
6,8,8,3,7,0.3846883773803711
0,7,8,1,0,-1.2491345405579724
1,7,7,3,0,-0.5754828453063965
0,7,5,1,0,-3.8192272186280407
4,7,3,1,2,0.0
8,7,4,3,8,3.340125083923562
4,7,6,3,8,0.09578466415405273
0,7,5,2,0,-2.293229103088379
2,7,4,2,1,-0.3812313079836205
0,7,2,1,0,-2.280712127685436
6,6,2,2,2,0.4742741584777832
2,6,2,1,4,-0.2846717834471546
6,6,2,1,5,0.3795623779295765
2,6,2,1,4,-0.47445297241199835
5,5,3,1,5,0.18972158432006836
8,5,5,2,7,1.32995843887318
2,5,6,1,5,-0.4753470420836292
1,5,6,2,1,-0.8546113967895508
5,5,6,1,4,0.18984079360950812
0,4,5,0,1,-2.1779537200927734
4,4,4,0,2,0.0
0,4,3,0,6,-1.13236904144276
0,3,2,0,4,-1.787722110748402
8,3,2,2,8,1.882016658782959
0,3,2,1,2,-1.5061497688293457
6,2,2,0,3,0.47010183334350586
8,2,4,1,8,1.7908215522766113
0,2,4,1,2,-1.6025900840759277
6,2,5,1,2,0.3765225410461426
4,1,6,2,5,0.0942349433900036
0,1,5,1,1,-1.1290907859803356
8,1,7,3,8,2.0720958709715687
0,1,7,2,4,-0.943005084991233
3,1,7,2,2,-0.1884102821352318
5,1,7,2,5,0.1884102821352318
4,1,7,1,5,0.09423494338978156
6,0,7,2,6,0.3769993782042347
6,0,8,2,6,0.3773570060732201
7,0,8,3,7,0.8501410484311744
0,0,7,3,0,-2.3577213287352405
0,0,6,2,0,-1.1275410652159534
2,0,5,3,1,-0.3753900527956322
2,0,4,3,5,-0.46867132186878546
8,0,4,3,8,1.125633716583252
4,0,5,4,7,0.09393692016601562
8,0,6,4,7,1.034379005432129
7,0,7,3,8,0.7537007331848145
1,0,7,4,2,-0.7537007331848145
8,0,8,5,8,1.7917752265930176
7,0,8,5,7,0.7564425468443714
2,0,8,6,2,-0.47284364700317383
0,0,8,3,0,-1.8871426582336426
7,0,7,4,3,0.659644603729248
8,0,8,7,8,4.737913608551247
8,0,8,7,7,0.9530186653136097
0,0,8,6,1,-1.3338327407836914
0,0,8,4,0,-4.262804985046387
4,0,7,4,1,0.09435415267944336
2,0,5,3,1,-0.37711858749378546
3,0,3,4,1,-0.18852949142467157
7,0,3,5,6,0.7543563842774548
0,0,2,5,2,-1.2252330780030407
6,0,2,5,4,0.3766417503358044
0,0,1,4,3,-1.2230873107911266
7,0,1,4,5,0.7523298263549805
4,0,1,4,5,-0.09411573410023077
8,0,2,4,7,1.6967058181761585
7,0,4,5,7,0.5668997764586292
4,0,5,4,6,0.09453296661399158
0,0,4,3,2,-1.5105009078979492
4,0,4,3,6,0.0
6,0,4,4,7,0.2827644348143421
7,0,4,4,7,0.5663037300109863
1,0,4,1,2,-0.5663037300109863
2,0,4,1,1,-0.3770589828491211
0,0,3,1,0,-1.5055537223817028
8,0,3,3,7,1.0346174240112305
0,0,2,2,5,-0.9406208992003284
1,0,1,2,1,-0.6573200225830078
7,0,2,3,5,0.6573200225830078
7,0,2,3,7,0.5640983581542969
6,0,3,4,7,0.47057867050159796
5,0,4,4,7,0.1884102821352318
6,0,5,5,7,0.47123432159401624
4,0,5,5,6,0.0
2,0,5,5,3,-0.2827644348143421
8,0,6,4,7,0.9433627128601074
0,0,6,2,1,-1.03759765625
1,0,5,2,1,-0.5649924278259277
6,0,5,4,4,0.3765225410461426
5,0,5,4,3,0.18846988677978516
1,0,4,3,1,-0.6591081619261585
1,0,3,2,0,-0.7522106170656517
8,0,4,4,8,1.5055537223817028
7,0,5,4,8,0.6601214408875622
8,0,6,7,6,1.3229846954343483
4,0,7,6,4,0.0
8,0,8,8,7,1.706242561340443
0,0,4,3,0,-7.163822650909424
8,0,3,4,2,2.2509098052978516
8,0,4,5,8,2.3557543754577637
8,0,8,7,8,6.370425224304199
4,0,8,7,6,-0.09572505950916632
8,0,8,7,5,1.6294121742247425
1,0,8,7,3,-0.6715655326843262
0,0,8,6,2,-1.435995101928822
6,0,8,6,3,0.47814846038840564
4,0,8,6,5,0.09572505950916632
2,0,8,7,3,-0.2870559692383923
0,0,7,6,2,-0.9555220603941761
4,0,6,6,3,0.09548664093017578
8,0,7,7,7,3.16101312637318
0,0,6,7,5,-1.055896282195934
3,0,6,7,2,-0.19180774688720703
1,0,5,6,1,-0.5747675895692028
1,0,3,6,0,-0.5741715431212269
8,0,3,6,6,1.2448430061340332
0,0,2,5,1,-1.9137859344482422
0,1,0,7,0,-2.001345157623402
0,1,0,5,2,-1.9931793212889515
6,1,0,5,6,0.47391653060913086
0,1,0,1,2,-1.7981529235839844
8,1,0,4,8,5.605399608612172
0,1,0,2,2,-3.6176443099975586
8,1,0,3,4,1.7102956771849476
0,1,0,3,3,-1.425623893737793
0,1,0,2,0,-2.3669004440307617
8,1,0,2,5,1.323997974395752
2,1,0,2,5,-0.28395652770996094
5,1,0,3,4,0.18936395645141602
1,1,0,2,2,-0.5678534507752575
4,1,0,1,3,-0.0944733619687721
8,1,1,2,7,1.7998218536375843
7,1,3,2,7,0.5697011947631836
6,2,4,3,6,0.28520822525024414
2,2,5,3,2,-0.3802180290222168
2,2,5,2,2,-0.47469139099121094
2,2,5,3,6,-0.2846717834471546
8,2,6,4,8,1.7102956771849476
0,2,5,4,1,-2.184271812438965
8,2,6,4,8,1.8036365509032093
0,2,5,5,2,-1.1399388313292347
8,3,6,3,7,1.4253854751588024
3,3,6,5,2,-0.1903176307679333
0,3,6,3,0,-0.9502768516540527
8,3,7,6,8,3.5254359245300293
7,3,8,7,7,0.5741715431212269
8,3,8,8,7,3.2660365104675293
8,4,8,8,6,3.1908750534058727
1,4,8,8,2,-0.872194766998291
6,4,8,8,3,0.2905130386352539
7,4,8,8,6,0.678718090057373
0,4,8,8,2,-1.16288661956776
7,4,8,8,4,0.7749795913696289
2,4,8,7,4,-0.2908110618592419
5,4,8,8,4,0.1938343048095703
4,5,8,8,4,0.09697675704967157
2,5,7,8,3,-0.2908110618592419
1,5,5,7,2,-0.6777644157409668
2,5,4,8,1,-0.29015541076660156
8,5,3,8,6,1.0648369789123535
8,5,3,8,6,1.455843448638805
2,5,3,8,1,-0.4857182502745472
8,5,4,8,5,0.9719729423521839
2,5,3,8,3,-0.3889799118039772
0,5,1,6,0,-3.1012892723084606
8,5,1,7,2,1.0638833045960583
0,5,0,4,2,-1.9326210021972656
8,6,0,3,7,1.35207176208485
8,6,1,5,8,2.3263096809387207
3,6,1,5,7,-0.19431114196777344
3,6,1,4,2,-0.19413232803333624
1,6,1,4,1,-0.8730292320252575
8,6,2,5,7,1.5531182289124645
2,7,2,5,6,-0.29164552688609735
2,7,2,4,2,-0.3884434700011097
7,7,2,5,6,0.5828142166135475
6,7,2,5,7,0.4862546920776367
4,7,3,5,5,0.0
7,7,3,6,7,0.7789731025695801
1,7,3,5,3,-0.6816983222960316
4,7,3,4,2,0.0
2,7,3,4,2,-0.2918839454651989
1,7,2,3,1,-0.7773637771605335
1,7,1,3,1,-0.5823373794554554
1,7,1,5,1,-0.5816221237183727
2,7,0,4,0,-0.48410892486561163
0,8,0,4,1,-1.4495253562928356
8,8,0,4,8,1.7400383949279785
0,8,0,1,2,-1.836538314819336
2,8,0,1,2,-0.2893209457398571
0,8,0,0,1,-3.458857536315918
4,8,0,1,7,0.0
4,8,0,0,6,-0.09572505950927734
1,8,0,0,2,-0.6695985794067383
8,8,0,0,6,1.3400912284852184
1,8,0,0,4,-0.5747675895692028
0,8,0,0,1,-1.6249418258664772
3,8,0,0,2,-0.1907944679261364
6,8,0,0,5,0.28628110885620117
6,8,0,0,6,0.4773736000059925
4,8,1,0,5,0.09560585021994861
4,8,2,0,5,0.09554624557484015
1,7,2,0,2,-0.764012336730846
6,7,3,0,4,0.28640031814564093
2,7,3,0,5,-0.38182735443115234
2,7,4,0,2,-0.47671794891368524
6,7,4,1,6,0.47671794891368524
2,7,5,0,3,-0.3814101219176136
8,7,6,1,8,1.5276074409483753
7,7,7,1,8,0.5741715431212269
7,7,8,5,7,0.8623600006103516
3,7,8,5,3,-0.19168853759754523
2,7,8,4,1,-0.4792213439940296
4,7,8,5,2,0.0
8,7,8,5,8,1.8232464790344238
8,7,8,7,3,1.1549592018127441
0,7,8,7,0,-0.9627342224122204
0,7,8,6,0,-1.7279982566833496
8,7,8,8,8,6.075024604797363
0,7,8,6,5,-2.4196505546569824
0,7,8,5,0,-2.119600772857555
0,7,7,4,0,-1.7274618148804821
4,7,5,5,0,-0.09578466415394171
4,7,4,5,2,0.09578466415394171
6,6,3,5,5,0.2875328063964844
4,6,3,5,4,-0.09584426879882812
2,6,2,5,3,-0.28747320175159796
1,6,2,5,2,-0.6699562072756127
1,6,1,4,2,-0.6691217422484241
4,6,1,3,5,0.0
7,6,1,3,6,0.6691217422484241
1,6,1,3,2,-0.8600354194640003
4,5,1,3,3,0.09542703628540039
7,5,2,3,7,0.5733966827393688
0,5,2,2,2,-1.0506510734559216
8,5,4,3,8,2.678692340850719
0,5,2,2,0,-3.9173364639280006
0,5,1,2,0,-1.2355446815491833
8,5,1,0,8,1.2355446815491833
2,5,1,0,5,-0.47552585601817743
8,5,2,2,8,1.5233755111694336
8,5,6,5,8,3.8297176361083984
1,5,7,4,5,-0.576317310333252
8,5,8,7,6,5.794227123260387
0,5,8,6,2,-1.4550089836119495
0,5,8,6,1,-0.967562198638805
8,5,8,6,6,1.743018627166637
8,5,8,7,7,1.7493367195129395
2,5,8,7,5,-0.2920031547547497
3,5,8,7,3,-0.1946091651916504
6,5,8,7,2,0.2918839454651989
0,5,8,7,2,-1.263439655303955
0,5,8,6,1,-1.453876495361217
7,5,7,6,4,0.677943229675182
1,5,5,6,1,-0.774681568145752
8,5,4,6,4,1.4535188674925648
2,5,3,7,2,-0.4849433898923561
6,5,3,8,0,0.2908706665037952
0,5,2,7,0,-1.259446144104004
4,5,1,7,4,0.09673833847057
2,5,1,7,7,-0.2902746200563744
0,5,1,5,2,-0.96619129180886
8,6,1,6,6,1.1597275733946644
7,6,1,3,7,0.6777644157409668
8,6,3,6,8,3.69584560394276
7,6,6,7,8,0.7815957069398083
0,6,6,5,1,-1.1720061302186169
2,6,6,4,2,-0.2924799919127308
4,6,6,5,3,0.0
6,6,6,5,6,0.4876255989075817
3,6,5,5,4,-0.19514560699485095
4,6,5,5,3,-0.09745359420754163
4,6,4,6,4,0.0
8,6,5,7,7,1.3672709465025745
4,6,5,7,6,-0.09781122207641602
7,6,5,7,4,0.8807182312010609
1,6,5,7,2,-0.6852149963376686
2,6,4,6,2,-0.39100646972678454
4,6,3,7,1,0.09775161743164062
1,6,2,7,0,-0.6838440895080566
1,6,2,7,0,-0.5853772163390003
0,7,1,7,0,-1.071453094482533
2,7,0,6,2,-0.3889799118039772
4,7,0,5,4,0.0
7,7,0,3,7,0.7783770561217151
1,7,0,1,2,-0.6811618804931641
7,7,1,3,6,0.6811618804931641
7,7,1,4,8,0.8770227432249866
8,7,7,8,8,9.55355167388927
0,7,8,8,7,-1.29103660583485
5,7,8,8,2,0.1983046531676136
1,7,8,7,3,-0.5949735641479492
8,7,8,8,6,1.190781593322754
2,7,8,7,4,-0.4965662956237793
7,7,8,7,5,0.5958080291748047
5,7,8,7,5,0.1988410949705921
4,7,8,8,4,0.0
1,7,7,7,2,-0.8938908576964222
